train/n_updates,rollout/ep_rew_mean,time/time_elapsed,train/ent_coef,train/policy_loss,time/total_timesteps,rollout/ep_len_mean,time/fps,train/entropy_loss,train/value_loss,time/iterations,train/learning_rate,train/explained_variance
3139,-6.072262763977051,11544,0.07253394285714287,0.021136552095413208,4823040,67.12,417,-0.8208301067352295,0.931172251701355,3140,0.00012780342857142857,-0.36878442764282227
3159,-7.129210948944092,11615,0.07172205714285715,0.011009092442691326,4853760,74.01,417,-0.8323394060134888,0.7290837168693542,3160,0.0001267062857142857,-0.3981339931488037
3179,-6.641607284545898,11686,0.07091017142857145,0.011693361215293407,4884480,67.16,417,-0.8210453987121582,1.0268430709838867,3180,0.00012560914285714283,-0.3515993356704712
3199,-7.243656635284424,11758,0.07009828571428572,-0.0012457495322450995,4915200,75.89,417,-0.8286030292510986,0.870663046836853,3200,0.000124512,-0.17932188510894775
3219,-7.186460971832275,11828,0.06928640000000003,0.01354037132114172,4945920,70.96,418,-0.8133184313774109,0.7775624990463257,3220,0.00012341485714285712,-0.28416740894317627
3239,-5.7567620277404785,11905,0.0684745142857143,0.015608514659106731,4976640,55.47,418,-0.8183476328849792,0.9583620429039001,3240,0.00012231771428571428,-0.7934898138046265
3259,-6.235996246337891,11979,0.06766262857142857,0.022187327966094017,5007360,64.12,418,-0.8255812525749207,0.7502533793449402,3260,0.00012122057142857143,-0.2837878465652466
3279,-5.962371826171875,12053,0.06685074285714288,0.024831920862197876,5038080,59.29,417,-0.8266209363937378,0.727386474609375,3280,0.00012012342857142854,-0.3000142574310303
3299,-5.925117015838623,12124,0.06603885714285715,0.010183313861489296,5068800,61.2,418,-0.8202463388442993,0.771613597869873,3300,0.0001190262857142857,-0.3649437427520752
3319,-6.099684238433838,12193,0.06522697142857145,0.01440107636153698,5099520,64.85,418,-0.8146278262138367,0.8213962316513062,3320,0.00011792914285714285,-0.09659600257873535
3339,-6.6226911544799805,12268,0.06441508571428572,0.018503669649362564,5130240,66.04,418,-0.8223325610160828,0.8419321775436401,3340,0.00011683199999999998,-0.18307650089263916
3359,-6.654446601867676,12339,0.0636032,0.008516780100762844,5160960,66.14,418,-0.8242260813713074,0.862677276134491,3360,0.00011573485714285714,-0.28692424297332764
3379,-6.983067512512207,12411,0.0627913142857143,0.020717479288578033,5191680,67.68,418,-0.8146316409111023,0.9359645843505859,3380,0.0001146377142857143,-0.36485397815704346
3399,-5.98319149017334,12484,0.061979428571428574,0.026570653542876244,5222400,63.41,418,-0.8250498175621033,0.8049218654632568,3400,0.0001135405714285714,-0.22074830532073975
3419,-6.567002773284912,12554,0.061167542857142876,0.013725033961236477,5253120,67.08,418,-0.8268551826477051,0.7378901243209839,3420,0.00011244342857142856,0.048983097076416016
3439,-7.064207077026367,12629,0.06035565714285715,0.016686972230672836,5283840,70.93,418,-0.8170492053031921,0.7983605265617371,3440,0.00011134628571428571,-0.15616118907928467
3459,-6.103674411773682,12701,0.05954377142857145,0.010539619252085686,5314560,62.71,418,-0.8247442245483398,0.8284015655517578,3460,0.00011024914285714284,-0.10597693920135498
3479,-6.8451361656188965,12771,0.058731885714285725,0.004051237367093563,5345280,74.17,418,-0.8239314556121826,0.7415547370910645,3480,0.000109152,-0.014412879943847656
3499,-8.152192115783691,12842,0.05792,0.028787842020392418,5376000,78.68,418,-0.8109248876571655,1.0891103744506836,3500,0.00010805485714285713,-0.4677395820617676
3519,-5.247416973114014,12912,0.0571081142857143,0.0055210827849805355,5406720,52.41,418,-0.813868522644043,0.811939001083374,3520,0.00010695771428571426,-0.28572869300842285
3539,-7.106585502624512,12986,0.0562962285714286,0.01873711869120598,5437440,74.6,418,-0.8314789533615112,0.8530184626579285,3540,0.00010586057142857142,-0.05222046375274658
3559,-6.650369167327881,13058,0.055484342857142877,0.01836496591567993,5468160,66.92,418,-0.8167592883110046,0.8573966026306152,3560,0.00010476342857142856,-0.6122914552688599
3579,-5.285757064819336,13130,0.05467245714285715,0.02135217748582363,5498880,54.77,418,-0.8192613124847412,0.9022802114486694,3580,0.0001036662857142857,-0.4524686336517334
3599,-4.838679313659668,13201,0.053860571428571424,0.0017207141499966383,5529600,50.31,418,-0.8210514783859253,0.8151845932006836,3600,0.00010256914285714286,0.020311951637268066
3619,-6.4178619384765625,13271,0.053048685714285726,0.013979136012494564,5560320,63.22,418,-0.8139587640762329,0.8482910990715027,3620,0.00010147199999999998,-0.10520648956298828
3639,-6.161993503570557,13344,0.05223680000000003,0.026625830680131912,5591040,62.4,418,-0.8233736753463745,0.8423138856887817,3640,0.00010037485714285712,-0.12136423587799072
3659,-5.63463020324707,13414,0.0514249142857143,0.026860957965254784,5621760,61.53,419,-0.8265519142150879,0.8049956560134888,3660,9.927771428571428e-05,-0.17706477642059326
3679,-5.0655083656311035,13487,0.0506130285714286,0.0076895058155059814,5652480,51.94,419,-0.8174821734428406,0.766166627407074,3680,9.818057142857142e-05,-0.09056532382965088
3699,-6.314956188201904,13559,0.04980114285714288,0.004423721693456173,5683200,68.88,419,-0.823929488658905,0.7228500247001648,3700,9.708342857142857e-05,-0.28690028190612793
3719,-5.23325252532959,13628,0.04898925714285715,0.02588724158704281,5713920,53.92,419,-0.8238129615783691,0.8025665283203125,3720,9.59862857142857e-05,-0.20633375644683838
3739,-6.773237228393555,13701,0.04817737142857145,0.0138142891228199,5744640,68.77,419,-0.8212178945541382,0.8427836894989014,3740,9.488914285714284e-05,-0.19907939434051514
3759,-7.762636184692383,13771,0.04736548571428573,0.007553992792963982,5775360,79.23,419,-0.8254047632217407,0.8280094861984253,3760,9.379199999999999e-05,-0.29883384704589844
3779,-5.543317794799805,13844,0.04655360000000003,0.02291439101099968,5806080,58.69,419,-0.8207234144210815,0.9193668365478516,3780,9.269485714285714e-05,-0.5383031368255615
3799,-6.383495330810547,13916,0.0457417142857143,0.02451978251338005,5836800,63.25,419,-0.8153222799301147,0.8778932094573975,3800,9.159771428571429e-05,-0.6090257167816162
3819,-6.536545276641846,13987,0.044929828571428576,0.007830782793462276,5867520,61.24,419,-0.8119961619377136,0.8938764929771423,3820,9.050057142857143e-05,-0.5671887397766113
3839,-6.102609157562256,14059,0.04411794285714288,0.01692383363842964,5898240,64.48,419,-0.8135911822319031,0.8747977018356323,3840,8.940342857142856e-05,-0.3847709894180298
3859,-7.077198028564453,14131,0.04330605714285715,0.014933040365576744,5928960,73.41,419,-0.8244988322257996,0.6069406270980835,3860,8.83062857142857e-05,-0.10900354385375977
3879,-6.433528900146484,14205,0.04249417142857145,0.023969009518623352,5959680,66.29,419,-0.822149932384491,0.7648676633834839,3880,8.720914285714285e-05,-0.1306670904159546
3899,-6.509274482727051,14277,0.04168228571428573,-0.005852579604834318,5990400,62.97,419,-0.8232382535934448,1.035358190536499,3900,8.6112e-05,-0.28088104724884033
3919,-6.784898281097412,14349,0.0408704,0.01224534772336483,6021120,68.73,419,-0.8200389742851257,0.8958996534347534,3920,8.501485714285715e-05,-0.40214312076568604
3939,-5.877600193023682,14425,0.0400585142857143,0.014451499097049236,6051840,61.93,419,-0.8216266632080078,0.6865445971488953,3940,8.391771428571427e-05,-0.09224379062652588
3959,-6.204697132110596,14498,0.03924662857142858,0.024434149265289307,6082560,65.15,419,-0.8189214468002319,0.8025950789451599,3960,8.282057142857142e-05,-0.5895371437072754
3979,-5.164274215698242,14571,0.03843474285714288,0.029074786230921745,6113280,54.86,419,-0.8207952976226807,0.6902898550033569,3980,8.172342857142857e-05,-0.224523663520813
3999,-6.125300407409668,14645,0.03762285714285715,0.0038067325949668884,6144000,63.26,419,-0.8213977813720703,0.8114044666290283,4000,8.062628571428571e-05,-0.2889636754989624
4019,-6.870779514312744,14715,0.036810971428571426,0.015352162532508373,6174720,70.39,419,-0.8243564367294312,0.8470473289489746,4020,7.952914285714287e-05,-0.545577883720398
4039,-5.222202301025391,14789,0.03599908571428573,0.02105344645678997,6205440,52.86,419,-0.8248251676559448,0.7504279613494873,4040,7.843200000000001e-05,-0.13791358470916748
4059,-6.228825569152832,14861,0.0351872,0.013896264135837555,6236160,62.34,419,-0.8247968554496765,0.8451923131942749,4060,7.733485714285713e-05,-0.09748482704162598
4079,-7.8603410720825195,14934,0.034375314285714303,0.0114281065762043,6266880,80.59,419,-0.8286835551261902,0.7038455009460449,4080,7.623771428571428e-05,-0.30857157707214355
4099,-6.039455413818359,15006,0.03356342857142858,0.007913598790764809,6297600,68.96,419,-0.8305737376213074,0.666508674621582,4100,7.514057142857143e-05,-0.10043609142303467
4119,-7.166756629943848,15078,0.03275154285714288,0.008920525200664997,6328320,71.47,419,-0.8091287612915039,0.955112874507904,4120,7.404342857142857e-05,-0.17863941192626953
4139,-5.020116329193115,15153,0.03193965714285715,0.01265273243188858,6359040,56.79,419,-0.821197509765625,0.7489818334579468,4140,7.294628571428573e-05,-0.3905540704727173
4159,-7.434462070465088,15225,0.031127771428571427,0.021710317581892014,6389760,77.42,419,-0.8267411589622498,0.8888934850692749,4160,7.184914285714285e-05,-0.2887134552001953
4179,-4.774779319763184,15298,0.03031588571428573,0.012063300237059593,6420480,50.94,419,-0.8275008201599121,0.7435996532440186,4180,7.075199999999999e-05,-0.20785224437713623
4199,-5.988129138946533,15370,0.02950400000000003,0.005514904856681824,6451200,62.9,419,-0.8203959465026855,0.873092532157898,4200,6.965485714285715e-05,-0.16113102436065674
4219,-6.6465044021606445,15442,0.028692114285714304,0.02271503582596779,6481920,64.12,419,-0.82512366771698,0.9184391498565674,4220,6.855771428571429e-05,-0.3947560787200928
4239,-8.134732246398926,15517,0.027880228571428578,0.03060326538980007,6512640,78.91,419,-0.824009895324707,0.7587792277336121,4240,6.746057142857143e-05,-0.2664743661880493
4259,-6.7604522705078125,15588,0.027068342857142852,0.011649638414382935,6543360,66.15,419,-0.8135212659835815,0.8098095655441284,4260,6.636342857142859e-05,-0.16915297508239746
4279,-5.073967456817627,15660,0.026256457142857154,0.023457294330000877,6574080,48.6,419,-0.81647789478302,0.7381662726402283,4280,6.526628571428571e-05,-0.23786556720733643
4299,-6.33748722076416,15733,0.025444571428571455,0.011212090030312538,6604800,65.79,419,-0.8224520683288574,0.8469823598861694,4300,6.416914285714285e-05,-0.22775614261627197
4319,-4.630688667297363,15806,0.02463268571428573,0.020686199888586998,6635520,51.42,419,-0.8152297735214233,0.8110556602478027,4320,6.3072e-05,-0.43578028678894043
4339,-5.773686408996582,15881,0.023820800000000003,0.014940093271434307,6666240,55.94,419,-0.8305639028549194,0.835188627243042,4340,6.197485714285715e-05,-0.33010077476501465
4359,-5.341531276702881,15957,0.023008914285714305,0.019216571003198624,6696960,60.42,419,-0.8210815191268921,0.8417972326278687,4360,6.0877714285714296e-05,-0.44435882568359375
4379,-5.980302810668945,16030,0.02219702857142858,0.01387014053761959,6727680,62.79,419,-0.8262743949890137,0.9090571403503418,4380,5.978057142857141e-05,-0.3965127468109131
4399,-5.974623203277588,16103,0.02138514285714288,0.004574748687446117,6758400,59.64,419,-0.8231414556503296,0.8327190279960632,4400,5.868342857142856e-05,-0.4682971239089966
4419,-5.9061408042907715,16177,0.020573257142857154,0.022666653618216515,6789120,65.83,419,-0.8253178596496582,0.7998546957969666,4420,5.7586285714285714e-05,-0.18582689762115479
4439,-6.184398174285889,16253,0.019761371428571456,0.02464277856051922,6819840,63.78,419,-0.8234062194824219,0.8220266699790955,4440,5.6489142857142864e-05,-0.20956063270568848
4459,-6.249250888824463,16327,0.01894948571428573,0.016559816896915436,6850560,67.39,419,-0.8227028846740723,0.6887909173965454,4460,5.539200000000001e-05,-0.4405803680419922
4479,-6.911263942718506,16400,0.018137600000000004,0.0163156446069479,6881280,72.37,419,-0.827813982963562,0.7821187973022461,4480,5.429485714285716e-05,-0.2119048833847046
4499,-7.5846476554870605,16473,0.017325714285714305,0.015685036778450012,6912000,78.98,419,-0.8163052797317505,0.9229152202606201,4500,5.3197714285714275e-05,-0.33609962463378906
4519,-5.716141223907471,16548,0.01651382857142858,0.01382564939558506,6942720,59.94,419,-0.8187699317932129,0.7649563550949097,4520,5.2100571428571425e-05,-0.24815523624420166
4539,-7.092199802398682,16624,0.01570194285714288,0.029492033645510674,6973440,75.65,419,-0.8334071636199951,0.779589831829071,4540,5.1003428571428576e-05,-0.22330832481384277
