train/learning_rate,train/explained_variance,train/ent_coef,time/fps,time/time_elapsed,rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean,train/policy_loss,train/entropy_loss,time/total_timesteps,time/iterations,train/value_loss
0.0003,-0.0002703666687011719,0.8053333333333335,440,18599,147.78,15999,10.611856460571289,-0.01697075366973877,-0.25303083658218384,8192000,16000,2.2457752227783203
0.0003,-8.249282836914062e-05,0.7978666666666667,440,18718,207.25,16099,12.406207084655762,0.04740064591169357,-0.2637125253677368,8243200,16100,3.367413282394409
0.0003,2.6941299438476562e-05,0.7904,440,18834,249.19,16199,14.136007308959961,0.02656862884759903,-0.25305402278900146,8294400,16200,1.6347360610961914
0.0003,-0.00013244152069091797,0.7829333333333333,440,18950,107.7,16299,7.9138946533203125,0.021643953397870064,-0.24411562085151672,8345600,16300,2.6592822074890137
0.0003,-6.4373016357421875e-06,0.7754666666666667,440,19070,245.31,16399,13.58421516418457,0.034413184970617294,-0.29189687967300415,8396800,16400,1.666566014289856
0.0003,-0.00012993812561035156,0.768,440,19185,165.62,16499,10.542166709899902,0.03540422394871712,-0.24391332268714905,8448000,16500,3.8125715255737305
0.0003,-0.00019562244415283203,0.7605333333333333,440,19301,203.49,16599,11.855155944824219,0.023714866489171982,-0.27758094668388367,8499200,16600,3.805619478225708
0.0003,9.578466415405273e-05,0.7530666666666666,440,19418,223.34,16699,12.921991348266602,0.0479520745575428,-0.24293093383312225,8550400,16700,4.070852756500244
0.0003,-7.236003875732422e-05,0.7456,440,19534,143.8,16799,8.926603317260742,-0.002210598438978195,-0.22432871162891388,8601600,16800,2.935936450958252
0.0003,-6.830692291259766e-05,0.7381333333333333,440,19649,197.77,16899,12.668240547180176,0.05534585565328598,-0.2526381015777588,8652800,16900,3.473348617553711
