time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/ent_coef,time/total_timesteps,train/learning_rate,train/explained_variance,train/n_updates,train/policy_loss,train/value_loss,train/entropy_loss
176,2382,58.4,302,-2.1167778968811035,0.09990272,720896,8.496e-05,-0.005948662757873535,175,0.006643905770033598,1.0488566160202026,-0.6673704385757446
177,2395,46.52,302,-1.844366192817688,0.09762944000000001,724992,8.373119999999999e-05,-0.04681575298309326,176,0.007815970107913017,1.0155448913574219,-0.6667059063911438
178,2407,48.9,302,-2.0438997745513916,0.09535615999999997,729088,8.25024e-05,-0.002765059471130371,177,0.013938548043370247,0.9749833345413208,-0.6666499376296997
179,2419,43.9,302,-1.7653117179870605,0.09308288000000003,733184,8.127359999999998e-05,0.10012489557266235,178,0.010165506042540073,1.0277431011199951,-0.6671369075775146
180,2432,54.4,303,-2.044914722442627,0.09080959999999999,737280,8.00448e-05,0.10129749774932861,179,0.007204191759228706,1.0666234493255615,-0.6660477519035339
181,2445,56.31,303,-2.1329102516174316,0.08853632,741376,7.881599999999999e-05,0.07263290882110596,180,0.011024012230336666,1.0178214311599731,-0.6661837100982666
182,2458,49.54,303,-1.908825397491455,0.08626303999999996,745472,7.758719999999999e-05,0.053359925746917725,181,0.00955125130712986,1.0421254634857178,-0.6671543121337891
183,2470,46.91,303,-2.0890254974365234,0.08398976000000002,749568,7.635839999999998e-05,-0.009357213973999023,182,0.010958794504404068,1.0387502908706665,-0.6673895120620728
184,2483,48.35,303,-2.062913656234741,0.08171648000000004,753664,7.512959999999999e-05,0.026613354682922363,183,0.01300674770027399,1.101678729057312,-0.666915774345398
185,2495,42.79,303,-1.8092041015625,0.07944319999999999,757760,7.390080000000001e-05,0.0871928334236145,184,0.004414620343595743,1.0977736711502075,-0.6674765348434448
186,2508,44.98,303,-1.948601245880127,0.07716992,761856,7.267199999999998e-05,0.024542033672332764,185,0.006366994697600603,1.027483582496643,-0.6681186556816101
187,2521,47.28,303,-1.9558300971984863,0.07489664000000001,765952,7.14432e-05,0.05605936050415039,186,0.014349428005516529,1.1109533309936523,-0.6663169860839844
188,2533,49.74,303,-2.00455379486084,0.07262336000000003,770048,7.021439999999999e-05,0.02325040102005005,187,0.007354815024882555,1.069812536239624,-0.6662777662277222
189,2546,39.9,304,-1.6993498802185059,0.07035007999999998,774144,6.89856e-05,0.07128024101257324,188,0.009496444836258888,1.0989601612091064,-0.6667516231536865
190,2559,54.18,304,-1.949679970741272,0.06807679999999999,778240,6.775679999999998e-05,0.10688281059265137,189,0.008104442618787289,0.9964724183082581,-0.6671766638755798
191,2571,50.82,304,-2.040513038635254,0.06580352,782336,6.6528e-05,0.0294954776763916,190,0.007375513669103384,0.9574997425079346,-0.6676011085510254
192,2585,44.75,304,-1.8531297445297241,0.06353024000000002,786432,6.529919999999999e-05,0.05909675359725952,191,0.010663527995347977,1.1511601209640503,-0.6666748523712158
193,2598,60.27,304,-2.073429822921753,0.06125696000000003,790528,6.407039999999999e-05,0.05278116464614868,192,0.0054653100669384,1.0397191047668457,-0.6677764654159546
194,2611,55.9,304,-2.241050958633423,0.05898367999999998,794624,6.28416e-05,0.0633629560470581,193,0.013481643050909042,0.9569810628890991,-0.6676318645477295
195,2624,52.37,304,-2.1819956302642822,0.056710399999999994,798720,6.16128e-05,-0.011524558067321777,194,0.004035394638776779,1.142589807510376,-0.6679872274398804
196,2637,45.21,304,-1.9075084924697876,0.054437120000000006,802816,6.038400000000001e-05,0.05979043245315552,195,0.01143195852637291,1.0467668771743774,-0.6672636270523071
197,2649,44.38,304,-1.8894801139831543,0.05216384000000002,806912,5.9155199999999985e-05,0.04327106475830078,196,0.016779154539108276,1.1189717054367065,-0.6668095588684082
198,2662,55.88,304,-1.9902024269104004,0.04989055999999997,811008,5.79264e-05,0.06957268714904785,197,0.010835233144462109,1.0460702180862427,-0.6680846214294434
199,2675,39.45,304,-1.7746185064315796,0.047617279999999984,815104,5.669759999999999e-05,0.08675622940063477,198,0.009662969969213009,0.8849799633026123,-0.6663206815719604
200,2687,62.58,304,-2.097449779510498,0.045343999999999995,819200,5.54688e-05,0.03810381889343262,199,0.00599536532536149,1.0778154134750366,-0.6668591499328613
201,2701,63.16,304,-2.083437919616699,0.04307072000000001,823296,5.423999999999998e-05,0.04446983337402344,200,0.01047805417329073,0.8700284957885742,-0.6678614616394043
202,2714,66.39,304,-2.133072853088379,0.04079743999999996,827392,5.30112e-05,0.030045390129089355,201,0.008907925337553024,1.0383543968200684,-0.6669222712516785
203,2727,63.79,304,-2.0841269493103027,0.038524159999999974,831488,5.178239999999998e-05,0.06911593675613403,202,0.011716308072209358,1.056657314300537,-0.6680921316146851
204,2740,60.54,304,-2.0158491134643555,0.03625088000000004,835584,5.0553599999999997e-05,0.020916879177093506,203,0.008800745941698551,0.9366762042045593,-0.6669918298721313
205,2753,54.3,304,-1.9945530891418457,0.0339776,839680,4.9324800000000006e-05,-0.0007230043411254883,204,0.00882162805646658,0.9499546885490417,-0.6662362217903137
206,2765,52.82,305,-1.978289008140564,0.03170432000000001,843776,4.8095999999999995e-05,0.011791527271270752,205,0.01246150303632021,0.9790838956832886,-0.6671972274780273
207,2778,56.47,305,-2.0714268684387207,0.029431039999999964,847872,4.686720000000001e-05,-0.09833657741546631,206,0.009668651968240738,0.9393836259841919,-0.6681484580039978
208,2791,64.63,305,-2.1687264442443848,0.02715776000000003,851968,4.5638399999999986e-05,-0.044230103492736816,207,0.005325245205312967,1.0301170349121094,-0.6681249737739563
209,2803,56.96,305,-2.075859308242798,0.024884479999999987,856064,4.44096e-05,0.003044605255126953,208,0.012914709746837616,0.9813762903213501,-0.6681909561157227
210,2816,46.62,305,-1.9837298393249512,0.022611199999999998,860160,4.318079999999999e-05,0.03610265254974365,209,0.012486803345382214,1.0356428623199463,-0.6662741899490356
211,2829,57.86,305,-2.0467004776000977,0.020337919999999954,864256,4.1952e-05,0.10646027326583862,210,0.012492973357439041,1.0096921920776367,-0.6678609848022461
212,2841,62.03,305,-2.2339894771575928,0.01806464000000002,868352,4.072319999999998e-05,-0.013872385025024414,211,0.009066950529813766,1.0445270538330078,-0.6678550243377686
213,2854,57.33,305,-2.155416965484619,0.015791360000000032,872448,3.94944e-05,-0.013264656066894531,212,0.009768307209014893,1.0620416402816772,-0.6675423383712769
214,2866,51.92,305,-2.050095796585083,0.013518079999999988,876544,3.8265600000000015e-05,0.08179289102554321,213,0.006754945032298565,1.0020992755889893,-0.6676723957061768
215,2879,54.48,305,-2.028965950012207,0.0112448,880640,3.70368e-05,0.06142646074295044,214,0.010104864835739136,1.0307204723358154,-0.666540265083313
216,2891,48.94,305,-2.0584774017333984,0.00897152000000001,884736,3.580800000000001e-05,0.03145110607147217,215,0.0038899946957826614,1.0832159519195557,-0.6660756468772888
217,2904,51.39,306,-1.8823312520980835,0.006698240000000022,888832,3.4579199999999996e-05,0.056394755840301514,216,0.005426290910691023,1.1283342838287354,-0.6671399474143982
218,2916,49.5,306,-1.8975237607955933,0.004424959999999978,892928,3.3350400000000005e-05,0.019576311111450195,217,0.0015314901247620583,1.006974220275879,-0.6675739884376526
219,2929,60.89,306,-2.343533992767334,0.002151679999999989,897024,3.212159999999999e-05,0.043062686920166016,218,0.011161793023347855,1.0289796590805054,-0.667850136756897
220,2942,44.15,306,-1.970668077468872,0.0005000000000000004,901120,3.0892800000000003e-05,0.045981407165527344,219,0.009082507342100143,1.11891508102417,-0.667267918586731
