time/iterations,rollout/ep_len_mean,train/value_loss,time/fps,time/total_timesteps,train/n_updates,rollout/ep_rew_mean,train/entropy_loss,train/policy_loss,train/ent_coef,train/explained_variance,time/time_elapsed,train/learning_rate
18300,45.14,28.277090072631836,377,3513600,18299,12.756375312805176,-0.21299688518047333,-0.013353999704122543,0.391872,3.11732292175293e-05,9315,0.0004
18400,79.49,13.808367729187012,376,3532800,18399,16.161611557006836,-0.18997088074684143,-0.04508195444941521,0.387456,0.0001875758171081543,9390,0.0004
18500,42.23,2.865699291229248,375,3552000,18499,14.892892837524414,-0.18776361644268036,0.002497537061572075,0.38303999999999994,3.49879264831543e-05,9471,0.0004
18600,59.09,11.183311462402344,374,3571200,18599,14.571813583374023,-0.20235948264598846,-0.013455066829919815,0.37862400000000007,0.000741422176361084,9545,0.0004
18700,62.81,18.109878540039062,373,3590400,18699,12.620989799499512,-0.2150435447692871,-0.003898331429809332,0.374208,0.0001537799835205078,9610,0.0004
18800,84.85,69.09245300292969,372,3609600,18799,14.818914413452148,-0.18140429258346558,0.017531700432300568,0.369792,-3.719329833984375e-05,9686,0.0004
18900,77.61,15.940912246704102,371,3628800,18899,16.605377197265625,-0.19762568175792694,-0.07283435761928558,0.36537600000000003,0.00029456615447998047,9758,0.0004
19000,55.65,20.224796295166016,369,3648000,18999,15.199349403381348,-0.18725256621837616,0.07127800583839417,0.36095999999999995,-8.463859558105469e-05,9875,0.0004
19100,67.98,19.249576568603516,365,3667200,19099,13.443219184875488,-0.20940928161144257,-0.03167196363210678,0.3565440000000001,0.00042897462844848633,10042,0.0004
19200,79.2,20.645153045654297,360,3686400,19199,16.889320373535156,-0.18410919606685638,-0.028080102056264877,0.352128,0.000437319278717041,10213,0.0004
19300,33.26,32.769012451171875,357,3705600,19299,14.403364181518555,-0.18112125992774963,-0.03969252482056618,0.347712,0.0003555417060852051,10357,0.0004
19400,114.21,166.8876953125,354,3724800,19399,17.00649642944336,-0.17257051169872284,-0.0030498604755848646,0.34329600000000005,-8.547306060791016e-05,10498,0.0004
19500,55.07,5.4767889976501465,352,3744000,19499,15.236279487609863,-0.18158307671546936,0.06554549187421799,0.33887999999999996,0.0005999207496643066,10622,0.0004
19600,52.12,17.25485610961914,351,3763200,19599,12.494769096374512,-0.19135376811027527,0.020861472934484482,0.3344640000000001,0.0006920099258422852,10696,0.0004
19700,50.7,67.53816223144531,351,3782400,19699,15.628580093383789,-0.18105976283550262,-0.04720672219991684,0.330048,-8.33272933959961e-05,10762,0.0004
19800,67.12,15.902715682983398,351,3801600,19799,14.089757919311523,-0.18109995126724243,-0.06160613149404526,0.32563200000000003,0.0004647374153137207,10826,0.0004
19900,53.04,2.8076915740966797,350,3820800,19899,14.266806602478027,-0.18490192294120789,-0.10998637974262238,0.32121600000000006,0.0005127787590026855,10889,0.0004
20000,87.8,28.30158805847168,350,3840000,19999,17.28185272216797,-0.18179380893707275,0.023978902027010918,0.31679999999999997,0.0004703998565673828,10952,0.0004
20100,77.66,21.096742630004883,350,3859200,20099,13.929145812988281,-0.1965251863002777,-0.049682434648275375,0.3123840000000001,0.00032770633697509766,11015,0.0004
20200,79.78,22.83192253112793,350,3878400,20199,13.954793930053711,-0.1848420947790146,-0.04257657751441002,0.307968,0.00028586387634277344,11077,0.0004
20300,63.18,82.69598388671875,349,3897600,20299,12.559897422790527,-0.17539720237255096,-0.019464697688817978,0.30355200000000004,-3.218650817871094e-05,11142,0.0004
20400,52.49,9.856819152832031,349,3916800,20399,14.102733612060547,-0.179722398519516,-0.08936116099357605,0.29913600000000007,0.00016707181930541992,11206,0.0004
20500,64.86,68.08394622802734,349,3936000,20499,13.10392951965332,-0.1756197065114975,-0.021845703944563866,0.29472,-0.00010371208190917969,11271,0.0004
20600,64.79,32.45145797729492,348,3955200,20599,14.463513374328613,-0.19147054851055145,0.004324763547629118,0.2903040000000001,0.00013184547424316406,11333,0.0004
20700,54.06,25.53658676147461,348,3974400,20699,16.55816078186035,-0.1807972639799118,0.017559655010700226,0.28588800000000003,6.008148193359375e-05,11397,0.0004
20800,88.27,42.09770965576172,348,3993600,20799,15.745940208435059,-0.1937888115644455,-0.009061969816684723,0.28147200000000006,-0.00010728836059570312,11460,0.0004
20900,100.14,30.729198455810547,348,4012800,20899,14.226400375366211,-0.18870118260383606,0.04468392953276634,0.27705599999999997,7.927417755126953e-05,11525,0.0004
21000,52.48,20.149394989013672,347,4032000,20999,14.220030784606934,-0.20768076181411743,-0.05058256536722183,0.27264,0.00023633241653442383,11590,0.0004
21100,42.25,21.519954681396484,347,4051200,21099,14.255602836608887,-0.20949220657348633,-0.004093149211257696,0.268224,0.0002142786979675293,11660,0.0004
21200,68.28,14.800352096557617,347,4070400,21199,15.756311416625977,-0.2048036903142929,0.0006005938048474491,0.26380800000000004,0.0005861520767211914,11723,0.0004
21300,65.12,23.931285858154297,347,4089600,21299,14.788198471069336,-0.1793733835220337,-0.010804776102304459,0.25939200000000007,0.0002346634864807129,11781,0.0004
21400,78.11,6.7367963790893555,347,4108800,21399,13.152737617492676,-0.1961727738380432,0.10567479580640793,0.254976,0.00032061338424682617,11838,0.0004
21500,51.75,20.195924758911133,347,4128000,21499,12.855883598327637,-0.1705590933561325,-0.016172807663679123,0.25056,0.0004875063896179199,11894,0.0004
21600,53.24,15.373113632202148,347,4147200,21599,13.850066184997559,-0.19942590594291687,0.010349627584218979,0.24614400000000003,0.00028336048126220703,11946,0.0004
21700,65.85,15.279172897338867,347,4166400,21699,13.42165756225586,-0.16529777646064758,0.007565667387098074,0.24172800000000005,0.0007238984107971191,12000,0.0004
21800,64.11,123.0982894897461,347,4185600,21799,12.824824333190918,-0.20098905265331268,0.013198932632803917,0.23731200000000008,-0.00019180774688720703,12050,0.0004
21900,66.78,33.90513610839844,347,4204800,21899,14.607464790344238,-0.17721793055534363,0.04267146438360214,0.232896,0.00011479854583740234,12100,0.0004
22000,40.46,46.19663619995117,347,4224000,21999,14.143205642700195,-0.1989230364561081,-0.023887667804956436,0.22848000000000002,9.912252426147461e-05,12155,0.0004
22100,57.52,62.210716247558594,346,4243200,22099,14.175561904907227,-0.18642275035381317,-0.02781061641871929,0.22406400000000004,-1.430511474609375e-06,12262,0.0004
22200,55.11,13.320737838745117,343,4262400,22199,14.757306098937988,-0.1860339492559433,0.018055392429232597,0.21964800000000007,0.00022548437118530273,12406,0.0004
22300,56.23,15.915365219116211,341,4281600,22299,13.458863258361816,-0.18043074011802673,-0.03153141215443611,0.2152320000000001,0.0004197359085083008,12546,0.0004
22400,41.72,62.861595153808594,339,4300800,22399,15.022738456726074,-0.1926696002483368,-0.000969424843788147,0.210816,-0.0002658367156982422,12679,0.0004
22500,65.98,26.97687339782715,337,4320000,22499,14.141493797302246,-0.2075689733028412,0.0022706538438796997,0.20640000000000003,0.0004146695137023926,12806,0.0004
22600,54.71,12.353857040405273,334,4339200,22599,14.172721862792969,-0.1828700751066208,-0.006609124597162008,0.20198400000000005,0.00038993358612060547,12953,0.0004
22700,78.63,13.638050079345703,334,4358400,22699,10.415502548217773,-0.1722535490989685,0.028636178001761436,0.19756799999999997,0.0005507469177246094,13034,0.0004
22800,79.58,34.751216888427734,334,4377600,22799,17.035144805908203,-0.2196267545223236,-0.09567375481128693,0.193152,3.8683414459228516e-05,13088,0.0004
22900,65.82,12.960665702819824,334,4396800,22899,14.420493125915527,-0.17274603247642517,-0.002974619623273611,0.18873600000000001,0.00015091896057128906,13143,0.0004
23000,88.04,50.80717468261719,334,4416000,22999,16.03607940673828,-0.18521961569786072,0.09556734561920166,0.18432000000000004,-0.00010132789611816406,13198,0.0004
23100,42.51,25.213699340820312,334,4435200,23099,13.977375030517578,-0.194263756275177,-0.06787644326686859,0.17990400000000006,0.00029397010803222656,13253,0.0004
23200,52.2,10.348944664001465,334,4454400,23199,14.587313652038574,-0.17484627664089203,-0.038445938378572464,0.1754880000000001,0.0004363059997558594,13313,0.0004
23300,62.23,12.789205551147461,334,4473600,23299,12.525961875915527,-0.1658230423927307,-0.008652984164655209,0.1710720000000001,0.0004706382751464844,13369,0.0004
23400,76.09,16.995100021362305,334,4492800,23399,16.225990295410156,-0.181743323802948,-0.011764652095735073,0.16665599999999992,2.2590160369873047e-05,13425,0.0004
23500,46.11,40.16196823120117,334,4512000,23499,13.801980018615723,-0.1985996663570404,-0.0030805643182247877,0.16224000000000016,0.0003121495246887207,13481,0.0004
23600,64.31,26.088939666748047,334,4531200,23599,12.93724250793457,-0.18520568311214447,0.03604693338274956,0.15782399999999996,0.00045555830001831055,13536,0.0004
23700,66.24,22.59675407409668,334,4550400,23699,14.370430946350098,-0.18068866431713104,0.007978478446602821,0.153408,-0.0001837015151977539,13591,0.0004
23800,75.67,12.282496452331543,334,4569600,23799,15.16683578491211,-0.17617659270763397,0.04508628696203232,0.148992,0.0002874135971069336,13649,0.0004
23900,38.66,9.661125183105469,334,4588800,23899,11.846983909606934,-0.17759482562541962,0.032234568148851395,0.14457600000000004,0.00028127431869506836,13707,0.0004
24000,28.41,28.261281967163086,334,4608000,23999,13.590008735656738,-0.16875821352005005,-0.011768261902034283,0.14016000000000006,0.00032025575637817383,13764,0.0004
24100,41.91,10.441518783569336,334,4627200,24099,14.141090393066406,-0.18662989139556885,-0.02343284711241722,0.1357440000000001,0.000731348991394043,13820,0.0004
24200,45.24,9.284281730651855,334,4646400,24199,13.82769775390625,-0.1936768889427185,-0.005182448774576187,0.1313280000000001,0.00048160552978515625,13875,0.0004
24300,40.5,24.104000091552734,334,4665600,24299,13.857865333557129,-0.19559679925441742,0.00830821692943573,0.12691200000000014,0.00023293495178222656,13932,0.0004
24400,49.83,31.034154891967773,334,4684800,24399,16.48237419128418,-0.16472676396369934,0.013308433815836906,0.12249599999999994,0.00019550323486328125,13988,0.0004
24500,30.34,14.13785457611084,334,4704000,24499,14.008927345275879,-0.2037791907787323,0.02049391344189644,0.11808000000000018,0.0006691813468933105,14047,0.0004
24600,80.7,24.693389892578125,334,4723200,24599,13.803768157958984,-0.18464891612529755,0.016232479363679886,0.11366399999999999,0.00031071901321411133,14103,0.0004
24700,55.71,6.781771659851074,334,4742400,24699,11.719491958618164,-0.19077405333518982,0.00041600194526836276,0.10924800000000001,0.000636756420135498,14160,0.0004
24800,87.32,24.82936668395996,334,4761600,24799,15.234188079833984,-0.20360803604125977,0.05142576992511749,0.10483200000000004,0.0001481175422668457,14215,0.0004
24900,41.61,12.798296928405762,334,4780800,24899,14.286245346069336,-0.19736233353614807,-0.1368161141872406,0.10041600000000006,0.00030982494354248047,14271,0.0004
25000,29.9,22.586002349853516,335,4800000,24999,14.173696517944336,-0.1720777004957199,0.01718454621732235,0.09600000000000009,0.000380098819732666,14327,0.0004
25100,54.73,24.407852172851562,334,4819200,25099,13.314322471618652,-0.20653067529201508,-0.030780022963881493,0.09158400000000011,0.00022751092910766602,14386,0.0004
25200,51.56,14.034027099609375,334,4838400,25199,12.876983642578125,-0.2019042819738388,0.045983582735061646,0.08716800000000013,0.000638127326965332,14443,0.0004
25300,74.93,14.262176513671875,335,4857600,25299,13.5884370803833,-0.1909419745206833,0.008007007651031017,0.08275199999999994,0.00010633468627929688,14499,0.0004
25400,53.88,46.366355895996094,335,4876800,25399,15.681358337402344,-0.18876871466636658,0.004191452171653509,0.07833599999999996,0.0005493760108947754,14556,0.0004
25500,57.13,58.08753967285156,335,4896000,25499,14.922179222106934,-0.19112813472747803,0.01961388997733593,0.07391999999999999,1.7881393432617188e-06,14611,0.0004
25600,43.57,26.171199798583984,335,4915200,25599,14.239633560180664,-0.19960394501686096,-0.052929170429706573,0.06950400000000001,0.0001990199089050293,14666,0.0004
25700,133.92,26.664846420288086,335,4934400,25699,15.065528869628906,-0.17940329015254974,-0.03743584454059601,0.06508800000000003,0.0002987384796142578,14723,0.0004
25800,88.85,7.531033992767334,335,4953600,25799,16.301469802856445,-0.193782776594162,-0.03637734800577164,0.06067200000000006,1.811981201171875e-05,14781,0.0004
25900,68.23,3.935565710067749,335,4972800,25899,12.925800323486328,-0.20091667771339417,0.01571641117334366,0.056256000000000084,0.00036662817001342773,14838,0.0004
26000,61.21,18.928579330444336,335,4992000,25999,13.902754783630371,-0.203710675239563,-0.23246799409389496,0.05184000000000011,0.00014835596084594727,14894,0.0004
