train/policy_loss,time/iterations,rollout/ep_rew_mean,train/explained_variance,train/value_loss,train/entropy_loss,train/learning_rate,train/n_updates,rollout/ep_len_mean,time/fps,time/time_elapsed,train/ent_coef,time/total_timesteps
-0.2829853892326355,692,7.584557056427002,0.9416964203119278,0.06991942226886749,-0.27104970812797546,2.0745386666666664e-05,691,92.23,210,26966,0.023245440000000006,5668864
-0.21831268072128296,696,7.63752555847168,0.9385761022567749,0.07381387054920197,-0.2671962082386017,1.9707733333333334e-05,695,93.57,210,27058,0.02193472000000002,5701632
-0.19822484254837036,700,7.673583507537842,0.9418869912624359,0.07030050456523895,-0.25947025418281555,1.867008e-05,699,97.07,211,27153,0.020624000000000003,5734400
-0.24776534736156464,704,7.500789165496826,0.9304856434464455,0.08783496916294098,-0.2626546025276184,1.763242666666667e-05,703,94.42,211,27247,0.019313280000000016,5767168
-0.27111607789993286,708,7.70864200592041,0.9415869005024433,0.06979577243328094,-0.26687073707580566,1.6594773333333342e-05,707,88.74,212,27339,0.01800256000000003,5799936
-0.25789374113082886,712,7.684150218963623,0.9419967867434025,0.07018115371465683,-0.2675633132457733,1.5557120000000012e-05,711,92.18,212,27431,0.016691839999999986,5832704
-0.24281668663024902,716,7.45949649810791,0.9401955790817738,0.06882735341787338,-0.26398855447769165,1.4519466666666659e-05,715,97.72,213,27526,0.015381119999999998,5865472
-0.32476651668548584,720,7.813426971435547,0.938275121152401,0.07296660542488098,-0.27080097794532776,1.3481813333333329e-05,719,90.38,213,27619,0.01407040000000001,5898240
-0.2964938282966614,724,7.715136528015137,0.9437178932130337,0.06815041601657867,-0.2677488923072815,1.2444159999999999e-05,723,92.06,214,27711,0.012759679999999995,5931008
-0.265519917011261,728,7.554225444793701,0.9432607777416706,0.07089190185070038,-0.26892080903053284,1.1406506666666668e-05,727,94.93,214,27803,0.011448960000000008,5963776
-0.2154339849948883,732,7.713867664337158,0.9377478919923306,0.07608524709939957,-0.2628991901874542,1.0368853333333338e-05,731,85.7,214,27897,0.01013824000000002,5996544
